Time,Relative Humidity [%],Relative Air Pressure [kPa],Wind Direction [deg],Precipitation Type,Wind Measurement Quality [%],Global Radiation [W/m2],Air Temperature [degC],Dew Point [degC],Wind Chill Temperature [degC],Wind Speed [m/s],Precipitation Accumulation [mm],A1,A2,A3,A5,A6,A7,B1,B2,B3,B5,B6,B7,C1,C2,C3,C5,C6,C7,D1,D2,D3,D5,D6,D7,E1,E2,E3,E5,E6,E7,F1,F2,F3,F5,F6,F7,G1,G2,G3,G5,G6,G7,H1,H2,H3,H5,H6,H7,SV1,SV2,SV4,SV5,SV6,Thermostat,SV2 New,SV3 New,IDU Return Air,Bath2 SV,IDU Distributor,IDU CoilInt,IDU CoilOut,IDU CoilIn,ODU CoilOut,ODU CompSuc,ODU CoilInt,ODU CoilIn,ODU CompDis,ODU Coil2,ODU Coil3,BGlobe,Kitchen Pyranometer [V] ,Living Room Pyranometer [V] ,Master Bedroom Pyranometer [V] ,Bedroom 2 Pyranometer [V] ,Bedroom 3 Pyranometer [V] ,Kitchen Irradiance [W/m2] ,Living Room Irradiance [W/m2],Master Bedroom Irradiance [W/m2],Bedroom 2 Irradiance [W/m2],Bedroom 3 Irradiance [W/m2],SV3 RH[%],BR3 RH [%],SV1 RH [%],BR1-SV1 RH [%],MB RH [%],SV2 RH [%],BR1 SV2 RH [%],BR3 SV RH [%],BTH SV RH [%],TstatRH [%]
7/8/2024 9:42:47 AM,94.000000,100.440000,27.300000,40.000000,100.000000,0.000000,22.000000,21.000000,19.900000,8.200000,0.000000,23.996958,23.648803,21.313271,23.778331,23.600422,21.375942,23.220535,22.983869,20.980882,23.068587,22.999941,21.384236,22.968256,22.837127,20.837896,22.966189,22.949254,23.013544,21.198793,23.271077,23.111340,21.051032,23.263046,23.173543,21.123189,23.047522,22.904475,21.000769,22.897126,22.855557,20.934127,22.806176,21.592764,23.181821,23.026416,21.411724,23.383977,23.308724,22.408653,23.253423,23.133851,21.330625,23.122144,23.087023,20.954436,23.129719,23.055343,21.161008,23.837820,24.000748,23.456748,23.472804,23.471657,23.696157,23.583118,21.775859,22.406637,22.466864,18.081625,17.471234,18.146587,18.568156,20.749671,21.599495,21.331917,21.261866,24.694313,23.203885,22.936579,24.894226,-0.315530,-0.346046,-0.350311,-0.295514,-0.062541,-715.529515,-746.045610,-750.311301,-695.513581,-462.541191,55.929420,59.474483,55.568349,55.601173,56.060719,187.260824,69.650126,264.136103,65.612693,62.855363
7/8/2024 9:43:17 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,23.999299,23.648165,21.305025,23.770128,23.602764,21.395344,23.211175,22.980934,20.976320,23.081262,23.005272,21.380830,22.953609,22.832813,20.826182,22.950395,22.937262,23.007983,21.217641,23.274009,23.114274,21.051673,23.266896,23.190706,21.132590,23.051145,22.911773,21.009249,22.896386,22.867449,20.943992,22.806585,21.593007,23.187572,23.019082,21.407820,23.393855,23.330763,22.410735,23.246322,23.134782,21.329485,23.126518,23.096907,20.962520,23.128814,23.063391,21.159869,23.828578,23.991738,23.475023,23.474106,23.470436,23.677971,23.554837,21.781309,22.379434,22.487706,18.086654,17.477199,18.153007,18.579206,20.740137,21.533094,21.355973,21.271407,24.613411,23.207758,22.943337,24.897193,-0.292889,-0.318483,-0.310279,-0.244653,-0.003150,-692.888541,-718.482686,-710.279434,-644.653419,-403.149623,55.798121,59.408833,55.437050,55.404226,56.224842,60.918768,69.617301,127.782578,66.039414,63.150784
7/8/2024 9:43:47 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,23.993802,23.648167,21.307332,23.777237,23.604372,21.383367,23.221505,22.985528,20.980934,23.086774,23.009636,21.397651,22.955908,22.836490,20.827107,22.956827,22.963590,23.011348,21.218945,23.296418,23.130263,21.072804,23.284716,23.218167,21.138734,23.054739,22.925472,21.018623,22.920420,22.878624,20.954521,22.821665,21.602970,23.200025,23.031770,21.415253,23.395062,23.342525,22.422519,23.284933,23.161697,21.338532,23.135760,23.108445,20.985870,23.143335,23.086408,21.179060,23.826552,24.005981,23.486758,23.482401,23.473914,23.691765,23.579412,21.801604,22.383840,22.506131,18.112446,17.507903,18.186219,18.598713,20.755170,21.544187,21.368405,21.294902,24.611571,23.209415,22.954007,24.910005,-0.311920,-0.342108,-0.346046,-0.289607,-0.056635,-711.920085,-742.108050,-746.045610,-689.607240,-456.634847,55.732472,59.966853,55.437050,55.502699,56.093543,145.967430,69.551652,213.422056,65.842466,62.658415
7/8/2024 9:44:17 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,24.006338,23.655438,21.311644,23.787715,23.619898,21.397815,23.216160,22.990743,20.983174,23.100940,23.028626,21.404496,22.950331,22.842395,20.829809,22.961123,22.950486,23.019368,21.208789,23.284471,23.124968,21.060108,23.291584,23.240412,21.140793,23.069646,22.923849,21.014919,22.927064,22.884580,20.939977,22.820961,21.609648,23.212877,23.037280,21.430227,23.425801,23.351931,22.448725,23.288834,23.173172,21.345444,23.139662,23.117397,20.973879,23.144712,23.082505,21.192198,23.830744,24.022313,23.492329,23.487283,23.477650,23.691601,23.596218,21.815711,22.376549,22.528031,18.125041,17.521211,18.208322,18.614308,20.749469,21.502335,21.371475,21.282304,24.509124,23.206109,22.955027,24.911383,-0.292889,-0.319467,-0.312576,-0.247607,-0.006759,-692.888541,-719.467076,-712.576345,-647.606590,-406.759056,55.732472,60.032502,55.929420,55.929420,56.421790,82.550214,70.011197,154.140766,66.137888,62.559941
7/8/2024 9:44:47 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,24.012717,23.659530,21.313912,23.797765,23.633162,21.411141,23.235173,23.006550,20.985674,23.096084,23.040529,21.409068,22.965680,22.831106,20.841306,22.977161,22.960032,23.023862,21.213990,23.305253,23.133133,21.064390,23.292633,23.230446,21.141847,23.066333,22.940514,21.029807,22.920536,22.871620,20.952562,22.819943,21.605301,23.203495,23.037767,21.430255,23.418259,23.362513,22.442317,23.290468,23.176643,21.342938,23.148412,23.117195,20.980364,23.152544,23.093552,21.193148,23.813995,24.037416,23.485201,23.505614,23.476944,23.701671,23.601475,21.826281,22.380440,22.543872,18.130127,17.523517,18.222454,18.609887,20.746453,21.496098,21.381167,21.304441,24.536832,23.224238,22.972079,24.919587,-0.296170,-0.324061,-0.319795,-0.256466,-0.017915,-696.169841,-724.060897,-719.795206,-656.466102,-417.915483,55.699647,59.769905,55.666823,55.896595,56.356141,113.536682,69.978372,169.075976,65.579868,62.822538
7/8/2024 9:45:17 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,24.026840,23.659218,21.310143,23.794703,23.628494,21.407142,23.235320,23.004860,20.986053,23.097379,23.034478,21.400691,22.969501,22.848019,20.832689,22.971568,22.967740,23.031569,21.218962,23.300795,23.133035,21.062447,23.300106,23.241592,21.143362,23.075877,22.935134,21.021408,22.926638,22.885531,20.943239,22.832937,21.605311,23.200752,23.028594,21.415061,23.419416,23.355411,22.425316,23.277629,23.160817,21.336266,23.142684,23.113074,20.963541,23.140618,23.096776,21.177946,23.831785,23.987155,23.489013,23.516307,23.485114,23.712588,23.572952,21.851512,22.385870,22.569524,18.141639,17.541548,18.243937,18.619532,20.748211,21.502920,21.384111,21.297016,24.538841,23.205128,22.965943,24.918861,-0.315858,-0.347030,-0.352608,-0.299451,-0.070088,-715.857645,-747.030000,-752.608211,-699.451142,-470.088185,56.093543,59.999677,55.798121,55.863771,56.323316,89.804462,69.748600,161.657608,66.498959,62.756889
7/8/2024 9:45:47 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,24.030404,23.665995,21.311654,23.793226,23.631832,21.400359,23.230170,22.994657,20.985259,23.102787,23.034376,21.395521,22.963659,22.838042,20.827974,22.969629,22.972060,23.045072,21.222607,23.317961,23.149059,21.070934,23.311536,23.226633,21.147698,23.080425,22.943587,21.039118,22.924758,22.884110,20.954265,22.852187,21.601331,23.210556,23.037942,21.417300,23.423481,23.379665,22.427320,23.286284,23.178195,21.329289,23.142160,23.126323,20.973391,23.160523,23.098089,21.191710,23.878639,24.066066,23.519389,23.530397,23.496224,23.744096,23.618227,21.863811,22.395627,22.587779,17.065901,14.285305,16.404805,20.206080,21.805118,20.304000,21.682663,26.263387,34.719757,23.210820,23.117640,24.920766,-0.295514,-0.323077,-0.317826,-0.255154,-0.018900,-695.513581,-723.076507,-717.826426,-655.153582,-418.899874,55.929420,59.868379,56.126368,56.224842,56.224842,41.880467,69.814249,94.137315,66.367660,62.625590
7/8/2024 9:46:17 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,24.032539,23.681659,21.312188,23.807281,23.646579,21.400433,23.246307,23.020215,20.991097,23.104237,23.030546,21.399972,22.982331,22.856719,20.843271,22.983020,22.985606,23.030378,21.219379,23.310617,23.155026,21.073469,23.303275,23.223648,21.140091,23.075833,22.940831,21.025975,22.903859,22.857928,20.948268,22.831745,21.611756,23.211077,23.053156,21.417132,23.430196,23.371468,22.424854,23.299425,23.184454,21.334420,23.155535,23.123630,20.989826,23.162880,23.103890,21.189237,23.847398,23.929899,23.508995,22.459460,23.487436,23.729581,23.590408,17.815369,22.716147,16.860456,10.332222,9.688040,11.556200,22.350493,24.239835,20.643258,23.620001,42.212052,49.307503,23.201955,24.294500,24.930090,-0.314217,-0.344405,-0.349983,-0.295185,-0.066807,-714.216995,-744.404960,-749.983171,-695.185451,-466.806883,56.290491,57.898899,56.979809,57.176757,56.388965,126.206995,69.584476,182.008883,63.741688,62.559941
7/8/2024 9:46:47 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,24.030820,23.688422,21.308155,23.814959,23.646923,21.397552,23.245044,23.007242,20.994209,23.080937,23.013671,21.384190,22.973490,22.848105,20.828162,22.982675,23.000697,23.038349,21.214475,23.315372,23.150831,21.063031,23.317208,23.210733,21.145559,23.088625,22.946967,21.030061,22.898054,22.862457,20.957889,22.849366,21.604516,23.207533,23.050989,21.431543,23.431012,23.344065,22.397856,23.272477,23.168287,21.321646,23.161402,23.128120,20.977734,23.160254,23.109068,21.193054,23.773016,23.802814,23.449011,21.803544,23.424237,23.721667,23.457957,16.249264,22.836625,15.767287,13.242906,8.061826,12.040612,23.250096,24.311387,18.848821,24.046424,45.659677,50.845537,23.212931,24.683330,24.923954,-0.307654,-0.335545,-0.336202,-0.279107,-0.049088,-707.654394,-735.545449,-736.201709,-679.107078,-449.087853,56.487439,58.785165,57.439354,56.159193,55.043154,60.951592,67.221101,120.725280,62.034806,61.640850
7/8/2024 9:47:17 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,24.033851,23.695352,21.310743,23.812949,23.664172,21.398527,23.249227,23.014183,20.994954,23.068823,22.979972,21.388851,22.990075,22.849536,20.839056,22.991682,22.995639,23.042705,21.211933,23.322249,23.166890,21.071093,23.306876,23.199251,21.145322,23.081043,22.930427,21.031899,22.890010,22.850278,20.950734,22.836498,21.592722,23.199681,23.038313,21.413294,23.416740,23.322449,22.381714,23.256594,23.156762,21.312149,23.154007,23.121184,20.979298,23.155385,23.102132,21.185168,23.639942,23.587203,23.344067,21.161248,23.252285,23.513128,23.257563,15.638210,22.851219,15.218401,12.130768,7.804805,15.434304,23.274773,24.734904,17.298305,24.348450,47.009989,51.680569,23.216530,24.964437,24.937625,-0.297482,-0.323733,-0.318483,-0.256138,-0.019884,-697.482362,-723.732767,-718.482686,-656.137972,-419.884264,56.848510,59.211886,56.093543,56.356141,55.601173,29.997941,68.271490,84.158622,61.115716,62.231694
7/8/2024 9:47:47 AM,94.300000,100.420000,29.800000,40.000000,100.000000,0.000000,22.000000,21.000000,19.600000,9.500000,0.000000,24.035272,23.688520,21.303876,23.808411,23.650002,21.394196,23.245602,23.013540,20.994309,23.073231,22.977263,21.389127,22.976804,22.858540,20.846253,22.998616,22.986260,23.042510,21.217500,23.315401,23.161188,21.084039,23.319072,23.218565,21.149506,23.081996,22.954344,21.030782,22.901758,22.854677,20.956765,22.822523,21.594971,23.212479,23.036193,21.425681,23.413704,23.333638,22.391086,23.241854,23.161528,21.321773,23.158315,23.117917,20.978322,23.171627,23.114704,21.204936,23.436260,23.286676,23.194883,21.255713,23.066802,23.361933,23.056930,15.095786,22.792160,14.689740,12.295471,7.854128,14.309769,23.693563,24.975469,17.223199,24.753326,47.072339,51.762506,23.210214,25.298362,24.929878,-0.291904,-0.319139,-0.311592,-0.246294,-0.007087,-691.904150,-719.138946,-711.591954,-646.294069,-407.087186,56.553088,58.621042,56.027894,55.962245,55.601173,86.456347,68.566912,136.251336,61.148540,61.903448
7/8/2024 9:48:17 AM,94.600000,100.410000,19.500000,40.000000,100.000000,0.000000,22.000000,21.000000,19.900000,14.600000,0.000000,24.028767,23.691640,21.306090,23.803966,23.654727,21.394105,23.255838,23.011154,20.995371,23.078650,22.985898,21.400326,22.988424,22.861894,20.851698,23.020567,22.983568,23.046017,21.225399,23.320052,23.165611,21.081796,23.315693,23.236298,21.149569,23.093307,22.953947,21.034995,22.912154,22.870587,20.970894,22.800075,21.607217,23.218257,23.040366,21.435396,23.406404,23.340331,22.392505,23.225600,23.148486,21.326422,23.166618,23.132877,20.986433,23.181766,23.144584,21.220879,23.312356,23.020868,22.968978,21.243250,22.888606,23.124631,22.864262,14.732258,22.707604,14.344136,12.065608,7.956833,12.475862,23.826040,25.106216,17.582646,24.982006,47.617259,51.988398,23.228567,25.510949,24.919051,-0.313889,-0.345061,-0.349655,-0.294529,-0.065166,-713.888865,-745.061220,-749.655041,-694.529191,-465.166232,56.750036,59.113412,55.666823,55.568349,55.798121,178.759244,68.435613,250.907780,60.590521,61.706500
7/8/2024 9:48:47 AM,94.600000,100.410000,19.500000,40.000000,100.000000,0.000000,22.000000,21.000000,19.900000,14.600000,0.000000,24.014586,23.684327,21.298970,23.781297,23.644433,21.413711,23.240716,23.023116,21.000698,23.088544,23.007504,21.399197,22.976737,22.883506,20.867405,23.032989,22.962457,23.040521,21.220112,23.302399,23.163330,21.070513,23.304923,23.236541,21.149583,23.083909,22.955568,21.037545,22.922731,22.873816,20.965374,22.770917,21.591570,23.204270,23.026144,21.420435,23.383935,23.300191,22.383782,23.181090,23.121643,21.319061,23.156532,23.123250,20.988290,23.184992,23.121184,21.214899,23.202500,22.910944,22.757517,21.576668,22.700544,22.946537,22.684002,14.524506,22.579912,14.196346,12.064262,7.512621,14.011931,23.733955,24.912403,17.673751,24.960953,47.073183,52.428433,23.222444,25.592068,24.893502,-0.290264,-0.316186,-0.307654,-0.242028,-0.004134,-690.263500,-716.185775,-707.654394,-642.028378,-404.134014,56.815686,58.719516,55.272927,55.568349,55.798121,103.787762,68.632561,178.759244,60.754644,61.378253
